"Comment[mztab:metadata:assay:id]"	"Comment[mztab:metadata:sample:id]"	"Comment[mztab:metadata:ms_run:id]"	"Comment[mztab:metadata:ms_run:name]"	"Comment[mztab:metadata:ms_run:instrument:id]"	"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Autosampler model]"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Parameter Value[Guard column]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Detector]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Parameter Value[Data file checksum]"	"Parameter Value[Data file checksum type]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Native spectrum identifier format]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Raw data file format]"	"Term Source REF"	"Term Accession Number"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"274"	"274"	"274"	""	""	"M11052817"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"274"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11052817.mzml"	"Metabolite identification"	""	""
"275"	"275"	"275"	""	""	"M11073014"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"275"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11073014.mzml"	"Metabolite identification"	""	""
"276"	"276"	"276"	""	""	"M11072305"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"276"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11072305.mzml"	"Metabolite identification"	""	""
"277"	"277"	"277"	""	""	"M11060918"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"277"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11060918.mzml"	"Metabolite identification"	""	""
"278"	"278"	"278"	""	""	"M11081702"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"278"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11081702.mzml"	"Metabolite identification"	""	""
"279"	"279"	"279"	""	""	"M11050402"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"279"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11050402.mzml"	"Metabolite identification"	""	""
"280"	"280"	"280"	""	""	"M11081310"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"280"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11081310.mzml"	"Metabolite identification"	""	""
"281"	"281"	"281"	""	""	"M11080301"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"281"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11080301.mzml"	"Metabolite identification"	""	""
"282"	"282"	"282"	""	""	"M11060922"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"282"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11060922.mzml"	"Metabolite identification"	""	""
"283"	"283"	"283"	""	""	"M11051102"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"283"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11051102.mzml"	"Metabolite identification"	""	""
"284"	"284"	"284"	""	""	"M11060114"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"284"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11060114.mzml"	"Metabolite identification"	""	""
"285"	"285"	"285"	""	""	"M11082017"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"285"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11082017.mzml"	"Metabolite identification"	""	""
"286"	"286"	"286"	""	""	"M11060202"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"286"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11060202.mzml"	"Metabolite identification"	""	""
"287"	"287"	"287"	""	""	"M11052810"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"287"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11052810.mzml"	"Metabolite identification"	""	""
"288"	"288"	"288"	""	""	"M11051911"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"288"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11051911.mzml"	"Metabolite identification"	""	""
"289"	"289"	"289"	""	""	"M11073011"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"289"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11073011.mzml"	"Metabolite identification"	""	""
"290"	"290"	"290"	""	""	"M11052806"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"290"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11052806.mzml"	"Metabolite identification"	""	""
"291"	"291"	"291"	""	""	"M11082012"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"291"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11082012.mzml"	"Metabolite identification"	""	""
"292"	"292"	"292"	""	""	"M11062201"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"292"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11062201.mzml"	"Metabolite identification"	""	""
"293"	"293"	"293"	""	""	"M11051202"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"293"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11051202.mzml"	"Metabolite identification"	""	""
"294"	"294"	"294"	""	""	"M11073008"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"294"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11073008.mzml"	"Metabolite identification"	""	""
"295"	"295"	"295"	""	""	"M11072304"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"295"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11072304.mzml"	"Metabolite identification"	""	""
"296"	"296"	"296"	""	""	"M11072708"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"296"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11072708.mzml"	"Metabolite identification"	""	""
"297"	"297"	"297"	""	""	"M11060108"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"297"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11060108.mzml"	"Metabolite identification"	""	""
"298"	"298"	"298"	""	""	"M11052809"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"298"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11052809.mzml"	"Metabolite identification"	""	""
"299"	"299"	"299"	""	""	"M11062911"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"299"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11062911.mzml"	"Metabolite identification"	""	""
"300"	"300"	"300"	""	""	"M11060901"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"300"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11060901.mzml"	"Metabolite identification"	""	""
"301"	"301"	"301"	""	""	"M11051113"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"301"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11051113.mzml"	"Metabolite identification"	""	""
"302"	"302"	"302"	""	""	"M11062509"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"302"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11062509.mzml"	"Metabolite identification"	""	""
"303"	"303"	"303"	""	""	"M11081715"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"303"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11081715.mzml"	"Metabolite identification"	""	""
"304"	"304"	"304"	""	""	"M11070601"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"304"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11070601.mzml"	"Metabolite identification"	""	""
"305"	"305"	"305"	""	""	"M11072705"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"305"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11072705.mzml"	"Metabolite identification"	""	""
"306"	"306"	"306"	""	""	"M11072704"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"306"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11072704.mzml"	"Metabolite identification"	""	""
"307"	"307"	"307"	""	""	"M11051111"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"307"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11051111.mzml"	"Metabolite identification"	""	""
"308"	"308"	"308"	""	""	"M11072002"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"308"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11072002.mzml"	"Metabolite identification"	""	""
"309"	"309"	"309"	""	""	"M11060923"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"309"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11060923.mzml"	"Metabolite identification"	""	""
"310"	"310"	"310"	""	""	"M11051802"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"310"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11051802.mzml"	"Metabolite identification"	""	""
"311"	"311"	"311"	""	""	"M11060909"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"311"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11060909.mzml"	"Metabolite identification"	""	""
"312"	"312"	"312"	""	""	"M11073005"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"312"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11073005.mzml"	"Metabolite identification"	""	""
"313"	"313"	"313"	""	""	"M11062523"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"313"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11062523.mzml"	"Metabolite identification"	""	""
"314"	"314"	"314"	""	""	"M11082006"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"314"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11082006.mzml"	"Metabolite identification"	""	""
"315"	"315"	"315"	""	""	"M11072008"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"315"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11072008.mzml"	"Metabolite identification"	""	""
"316"	"316"	"316"	""	""	"M11072321"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"316"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11072321.mzml"	"Metabolite identification"	""	""
"317"	"317"	"317"	""	""	"M11050510"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"317"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11050510.mzml"	"Metabolite identification"	""	""
"318"	"318"	"318"	""	""	"M11050502"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"318"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11050502.mzml"	"Metabolite identification"	""	""
"319"	"319"	"319"	""	""	"M11062519"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"319"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11062519.mzml"	"Metabolite identification"	""	""
"320"	"320"	"320"	""	""	"M11070603"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"320"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11070603.mzml"	"Metabolite identification"	""	""
"321"	"321"	"321"	""	""	"M11072007"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"321"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11072007.mzml"	"Metabolite identification"	""	""
"322"	"322"	"322"	""	""	"M11071301"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"322"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11071301.mzml"	"Metabolite identification"	""	""
"323"	"323"	"323"	""	""	"M11060904"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"323"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11060904.mzml"	"Metabolite identification"	""	""
"324"	"324"	"324"	""	""	"M11051907"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"324"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11051907.mzml"	"Metabolite identification"	""	""
"325"	"325"	"325"	""	""	"M11062522"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"325"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11062522.mzml"	"Metabolite identification"	""	""
"326"	"326"	"326"	""	""	"M11082406"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"326"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11082406.mzml"	"Metabolite identification"	""	""
"327"	"327"	"327"	""	""	"M11081712"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"327"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11081712.mzml"	"Metabolite identification"	""	""
"328"	"328"	"328"	""	""	"M11081307"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"328"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11081307.mzml"	"Metabolite identification"	""	""
"329"	"329"	"329"	""	""	"M11051103"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"329"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11051103.mzml"	"Metabolite identification"	""	""
"330"	"330"	"330"	""	""	"M11081314"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"330"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11081314.mzml"	"Metabolite identification"	""	""
"331"	"331"	"331"	""	""	"M11060903"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"331"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11060903.mzml"	"Metabolite identification"	""	""
"332"	"332"	"332"	""	""	"M11051210"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"332"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11051210.mzml"	"Metabolite identification"	""	""
"333"	"333"	"333"	""	""	"M11051203"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"333"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11051203.mzml"	"Metabolite identification"	""	""
"334"	"334"	"334"	""	""	"M11062208"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"334"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11062208.mzml"	"Metabolite identification"	""	""
"335"	"335"	"335"	""	""	"M11082404"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"335"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11082404.mzml"	"Metabolite identification"	""	""
"336"	"336"	"336"	""	""	"M11051910"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"336"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11051910.mzml"	"Metabolite identification"	""	""
"337"	"337"	"337"	""	""	"M11081704"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"337"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11081704.mzml"	"Metabolite identification"	""	""
"338"	"338"	"338"	""	""	"M11060914"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"338"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11060914.mzml"	"Metabolite identification"	""	""
"339"	"339"	"339"	""	""	"M11072316"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"339"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11072316.mzml"	"Metabolite identification"	""	""
"340"	"340"	"340"	""	""	"M11051106"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"340"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11051106.mzml"	"Metabolite identification"	""	""
"341"	"341"	"341"	""	""	"M11060107"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"341"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11060107.mzml"	"Metabolite identification"	""	""
"342"	"342"	"342"	""	""	"M11072315"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"342"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11072315.mzml"	"Metabolite identification"	""	""
